FL_Baseline_Accuracy,FL_SmallBatch_Accuracy,FL_MixedPrecision_Accuracy,FL_ReduceComplexity_Accuracy,FL_Baseline_Loss,FL_SmallBatch_Loss,FL_MixedPrecision_Loss,FL_ReduceComplexity_Loss,FL_Baseline_F1,FL_SmallBatch_F1,FL_MixedPrecision_F1,FL_ReduceComplexity_F1,FL_Baseline_emissions,FL_SmallBatch_emissions,FL_MixedPrecision_emissions,FL_ReduceComplexity_emissions
0.9740740740740741,0.9740740740740741,0.9777777777777777,0.9740740740740741,0.14999908471266585,0.21742406104102782,0.209077755017966,0.14113445857300475,0.9745374876236261,0.9745374876236261,0.9783941848836906,0.9745374876236261,5.376873824067421e-05,2.586960805574142e-05,5.6375419190406184e-05,0.00017044231540449975
