DL_Baseline_Accuracy,DL_SmallBatch_Accuracy,DL_MixedPrecision_Accuracy,DL_ReduceComplexity_Accuracy,DL_Baseline_Loss,DL_SmallBatch_Loss,DL_MixedPrecision_Loss,DL_ReduceComplexity_Loss,DL_Baseline_F1,DL_SmallBatch_F1,DL_MixedPrecision_F1,DL_ReduceComplexity_F1,DL_Baseline_emissions,DL_SmallBatch_emissions,DL_MixedPrecision_emissions,DL_ReduceComplexity_emissions
0.8111111111111111,0.9222222222222223,0.8111111111111111,0.34814814814814815,11.682210445404053,56.945587784051895,12.014545520146688,29.374475479125977,0.7821958605753562,0.916077397622911,0.7712356692505109,0.3508592019674834,0.0010051678755497455,0.00010668195017247532,5.25314794545286e-05,7.703579717381396e-05
