DL_Baseline_Accuracy,DL_SmallBatch_Accuracy,DL_MixedPrecision_Accuracy,DL_ReduceComplexity_Accuracy,DL_Baseline_Loss,DL_SmallBatch_Loss,DL_MixedPrecision_Loss,DL_ReduceComplexity_Loss,DL_Baseline_F1,DL_SmallBatch_F1,DL_MixedPrecision_F1,DL_ReduceComplexity_F1,DL_Baseline_emissions,DL_SmallBatch_emissions,DL_MixedPrecision_emissions,DL_ReduceComplexity_emissions
0.9777777777777777,0.9777777777777777,0.9740740740740741,0.9777777777777777,0.1468670019627704,0.20243618741409997,0.15922653175140214,0.15526715966148508,0.9783941848836906,0.9783941848836906,0.9745374876236261,0.9783941848836906,0.00027646699388442545,0.00011508284623062825,7.955636605849175e-05,1.2467499752958742e-05
