FL_Baseline_Accuracy,FL_SmallBatch_Accuracy,FL_MixedPrecision_Accuracy,FL_ReduceComplexity_Accuracy,FL_Baseline_Loss,FL_SmallBatch_Loss,FL_MixedPrecision_Loss,FL_ReduceComplexity_Loss,FL_Baseline_F1,FL_SmallBatch_F1,FL_MixedPrecision_F1,FL_ReduceComplexity_F1,FL_Baseline_emissions,FL_SmallBatch_emissions,FL_MixedPrecision_emissions,FL_ReduceComplexity_emissions
0.5370370370370371,0.8333333333333334,0.07407407407407407,0.21851851851851853,2.172878305117289,1.0124939481417339,11.47628402709961,5.357760429382324,0.4534554329144973,0.7961659603755434,0.035536335647009525,0.20413672290582607,0.0003840487111235104,4.003792477603926e-05,6.197313247410601e-05,0.00016199525658832045
