Method,Global_Round,Test_Accuracy,Test_Loss
Baseline,1,0.9740740740740741,0.8397192036176825
Baseline,2,0.9814814814814815,0.39504030215903185
SmallBatch,1,0.9703703703703703,0.798672737657196
SmallBatch,2,0.9814814814814815,0.26043366583629296
MixedPrecision,1,0.9703703703703703,0.8133305679980872
MixedPrecision,2,0.9814814814814815,0.5043400035614872
ReduceComplexity,1,0.9666666666666667,0.7982987443295618
ReduceComplexity,2,0.9740740740740741,0.45058664554704186
ReduceComplexity,3,0.9814814814814815,0.24029930746473838
