DL_Baseline_Accuracy,DL_SmallBatch_Accuracy,DL_MixedPrecision_Accuracy,DL_ReduceComplexity_Accuracy,DL_Baseline_Loss,DL_SmallBatch_Loss,DL_MixedPrecision_Loss,DL_ReduceComplexity_Loss,DL_Baseline_F1,DL_SmallBatch_F1,DL_MixedPrecision_F1,DL_ReduceComplexity_F1,DL_Baseline_emissions,DL_SmallBatch_emissions,DL_MixedPrecision_emissions,DL_ReduceComplexity_emissions
0.9777777777777777,0.9777777777777777,0.9777777777777777,0.9814814814814815,0.09913582808480391,0.12257474561597013,0.11570064858016041,0.09929938815508245,0.9783941848836906,0.9783941848836906,0.9783941848836906,0.9817980649542373,4.233306168363448e-05,1.396917603534614e-05,1.5173594726212568e-05,3.094761240116737e-05
