DL_Baseline_Accuracy,DL_SmallBatch_Accuracy,DL_MixedPrecision_Accuracy,DL_ReduceComplexity_Accuracy,DL_Baseline_Loss,DL_SmallBatch_Loss,DL_MixedPrecision_Loss,DL_ReduceComplexity_Loss,DL_Baseline_F1,DL_SmallBatch_F1,DL_MixedPrecision_F1,DL_ReduceComplexity_F1,DL_Baseline_emissions,DL_SmallBatch_emissions,DL_MixedPrecision_emissions,DL_ReduceComplexity_emissions
0.9764705882352941,0.9764705882352941,0.9588235294117647,0.9705882352941176,0.2088757175952196,0.21899269727873616,0.29804359124197316,0.13600057285899916,0.9766303908316869,0.9765298677610579,0.9587641473380957,0.9706403747089352,8.399613814590333e-05,2.969051916067675e-05,4.12185944802395e-05,6.144364244394865e-05
