FL_Baseline_Accuracy,FL_SmallBatch_Accuracy,FL_MixedPrecision_Accuracy,FL_ReduceComplexity_Accuracy,FL_Baseline_Loss,FL_SmallBatch_Loss,FL_MixedPrecision_Loss,FL_ReduceComplexity_Loss,FL_Baseline_F1,FL_SmallBatch_F1,FL_MixedPrecision_F1,FL_ReduceComplexity_F1,FL_Baseline_emissions,FL_SmallBatch_emissions,FL_MixedPrecision_emissions,FL_ReduceComplexity_emissions
0.9529411764705882,0.7705882352941177,0.9588235294117647,0.888235294117647,0.24766608147183433,2.840356059372425,0.22266630871066204,0.5416528693943595,0.9529102070032015,0.7456280976258214,0.9588327893039965,0.8860633467873433,9.224943655859649e-05,7.936752639061073e-05,2.273007639335572e-05,2.1679823869718483e-05
