FL_Baseline_Accuracy,FL_SmallBatch_Accuracy,FL_MixedPrecision_Accuracy,FL_ReduceComplexity_Accuracy,FL_Baseline_Loss,FL_SmallBatch_Loss,FL_MixedPrecision_Loss,FL_ReduceComplexity_Loss,FL_Baseline_F1,FL_SmallBatch_F1,FL_MixedPrecision_F1,FL_ReduceComplexity_F1,FL_Baseline_emissions,FL_SmallBatch_emissions,FL_MixedPrecision_emissions,FL_ReduceComplexity_emissions
0.7705882352941177,0.8823529411764706,0.7294117647058823,0.888235294117647,0.7566202133893967,0.32928468349079293,1.376333326101303,1.0430204443012674,0.7456280976258214,0.8792582718161783,0.6906161270011819,0.8820755712567153,0.0002843528769555452,3.323526551717946e-05,9.200606713473562e-06,1.9671123513079513e-05
