FL_Baseline_Accuracy,FL_SmallBatch_Accuracy,FL_MixedPrecision_Accuracy,FL_ReduceComplexity_Accuracy,FL_Baseline_Loss,FL_SmallBatch_Loss,FL_MixedPrecision_Loss,FL_ReduceComplexity_Loss,FL_Baseline_F1,FL_SmallBatch_F1,FL_MixedPrecision_F1,FL_ReduceComplexity_F1,FL_Baseline_emissions,FL_SmallBatch_emissions,FL_MixedPrecision_emissions,FL_ReduceComplexity_emissions
0.7455546633015946,0.7345417001261902,0.7440633245382586,0.7409659286451761,1.028701778460335,0.9968309489798634,0.9915564337492863,1.0624522761656687,0.7395579463707769,0.7309525738166385,0.7388213761114445,0.7344843848755314,0.004018051126517669,0.006424277174354266,0.0040967821176830285,0.003916235713430366
