Client,Method,FineTune,Emission (kWh)
A,Baseline,with,0.0016816358421689157
A,SmallBatch,with,0.00022828740048817678
A,MixedPrecision,with,0.0002262442905885861
A,ReduceComplexity,with,0.00017570206331489154
B,Baseline,with,0.0002185827596922842
B,SmallBatch,with,0.0002024902068463828
B,MixedPrecision,with,0.00020473540689351915
B,ReduceComplexity,with,0.0001740791539110615
