DL_Baseline_Accuracy,DL_SmallBatch_Accuracy,DL_MixedPrecision_Accuracy,DL_ReduceComplexity_Accuracy,DL_Baseline_Loss,DL_SmallBatch_Loss,DL_MixedPrecision_Loss,DL_ReduceComplexity_Loss,DL_Baseline_F1,DL_SmallBatch_F1,DL_MixedPrecision_F1,DL_ReduceComplexity_F1,DL_Baseline_emissions,DL_SmallBatch_emissions,DL_MixedPrecision_emissions,DL_ReduceComplexity_emissions
0.7023058391648503,0.7049443615922909,0.6995525983709991,0.7060915452563955,4.901927452384334,4.444839861366775,4.300263436722668,4.177139530688415,0.6960862923096414,0.7009026177585691,0.6950711347315063,0.7034465735786312,0.004756153300634308,0.003952291392587563,0.0038084305991071725,0.0037837927539654355
