Method,Epoch,Train_Accuracy,Test_Accuracy
Baseline,1,0.9247536945812808,0.9382087099424815
SmallBatch,1,0.9255131362889983,0.9364009860312243
MixedPrecision,1,0.9267241379310345,0.9408381265406738
ReduceComplexity,1,0.9263957307060755,0.9439605587510271
