DL_Baseline_Accuracy,DL_SmallBatch_Accuracy,DL_MixedPrecision_Accuracy,DL_ReduceComplexity_Accuracy,DL_Baseline_Loss,DL_SmallBatch_Loss,DL_MixedPrecision_Loss,DL_ReduceComplexity_Loss,DL_Baseline_F1,DL_SmallBatch_F1,DL_MixedPrecision_F1,DL_ReduceComplexity_F1,DL_Baseline_emissions,DL_SmallBatch_emissions,DL_MixedPrecision_emissions,DL_ReduceComplexity_emissions
0.94215283483977,0.9373870172555464,0.9382087099424815,0.9449465899753492,0.40817458685141045,0.5503279818483495,0.49340670312178814,0.4472743502584986,0.9417536838482478,0.9349218610890456,0.9370629913045444,0.9434663763831247,0.001552672617033095,0.0011436293833584933,0.0010715747631687709,0.001033251230340551
