FL_Baseline_Accuracy,FL_SmallBatch_Accuracy,FL_MixedPrecision_Accuracy,FL_ReduceComplexity_Accuracy,FL_Baseline_Loss,FL_SmallBatch_Loss,FL_MixedPrecision_Loss,FL_ReduceComplexity_Loss,FL_Baseline_F1,FL_SmallBatch_F1,FL_MixedPrecision_F1,FL_ReduceComplexity_F1,FL_Baseline_emissions,FL_SmallBatch_emissions,FL_MixedPrecision_emissions,FL_ReduceComplexity_emissions
0.9152013147082991,0.9365653245686113,0.933607230895645,0.9199671322925226,0.27316357815608927,0.40372644372635486,0.2358701775601397,0.23722173952307377,0.9098511687449021,0.9328223628992208,0.9285794973950483,0.9144290656901183,0.0015938366794463006,0.0013790018227627062,0.0008955910932274446,0.0007716059596585158
