DL_Baseline_Accuracy,DL_SmallBatch_Accuracy,DL_MixedPrecision_Accuracy,DL_ReduceComplexity_Accuracy,DL_Baseline_Loss,DL_SmallBatch_Loss,DL_MixedPrecision_Loss,DL_ReduceComplexity_Loss,DL_Baseline_F1,DL_SmallBatch_F1,DL_MixedPrecision_F1,DL_ReduceComplexity_F1,DL_Baseline_emissions,DL_SmallBatch_emissions,DL_MixedPrecision_emissions,DL_ReduceComplexity_emissions
0.9382087099424815,0.9364009860312243,0.9408381265406738,0.9439605587510271,0.16588263703188347,0.1795334460174772,0.1568633834173152,0.14635377631313046,0.9378362290943496,0.9354888406566328,0.9402107179017326,0.9438299223745114,0.0009583308187093936,0.00030070487716405856,0.0002842382507957739,0.0002718053574064198
