Method,Epoch,Train_Accuracy,Test_Accuracy
Baseline,1,0.9261083743842364,0.9418241577649958
SmallBatch,1,0.9272372742200329,0.9416598192276089
MixedPrecision,1,0.9254720853858784,0.9442892358258012
ReduceComplexity,1,0.9248768472906403,0.9382087099424815
