FL_Baseline_Accuracy,FL_SmallBatch_Accuracy,FL_MixedPrecision_Accuracy,FL_ReduceComplexity_Accuracy,FL_Baseline_Loss,FL_SmallBatch_Loss,FL_MixedPrecision_Loss,FL_ReduceComplexity_Loss,FL_Baseline_F1,FL_SmallBatch_F1,FL_MixedPrecision_F1,FL_ReduceComplexity_F1,FL_Baseline_emissions,FL_SmallBatch_emissions,FL_MixedPrecision_emissions,FL_ReduceComplexity_emissions
0.904847986852917,0.9387017255546426,0.9152013147082991,0.914215283483977,0.8120234494746044,0.21469796790268408,0.5213402080598302,0.3493395649013719,0.9001073725486896,0.9338071788296164,0.9062261894058009,0.9020736485550008,0.00041313660218630514,0.0006838180153609802,0.000336946682087223,0.00029907057682385314
